State,Name,Type,Category,Cost,Rating,Location
Karnataka,Beach Shack Food Experience,Activity,Food & Culinary,400,4.5,Gokarna
Karnataka,Sunset Cafe Dining,Activity,Food & Culinary,2200,4.6,Gokarna
Karnataka,Coffee Estate Tour,Activity,Nature & Relaxation,1000,4.6,Chikmagalur
Karnataka,Mullayanagiri Trek,Activity,Adventure,800,4.7,Chikmagalur
Karnataka,The Serai Chikmagalur,Hotel,Hotels & Stay,8500,4.7,Chikmagalur
Karnataka,Coffee Bean Villa,Hotel,Hotels & Stay,4200,4.4,Chikmagalur
Karnataka,Nature Craft Homestay,Hotel,Hotels & Stay,3200,4.3,Chikmagalur
Karnataka,Hotel Aadrika,Hotel,Hotels & Stay,2500,4.0,Chikmagalur
Karnataka,Java Rain Resort,Hotel,Hotels & Stay,1800,3.8,Chikmagalur
Karnataka,Filter Coffee Trail,Activity,Food & Culinary,300,4.6,Chikmagalur
Karnataka,Estate Fine Dining,Activity,Food & Culinary,2400,4.5,Chikmagalur
Karnataka,Waterfall Viewpoint Trek,Activity,Adventure,600,4.5,Jog Falls
Karnataka,KSTDC Mayura Gerusoppa,Hotel,Hotels & Stay,2800,4.1,Jog Falls
Karnataka,Waterfall Resort,Hotel,Hotels & Stay,3500,4.3,Jog Falls
Karnataka,Nature's Nest,Hotel,Hotels & Stay,2500,4.0,Jog Falls
Karnataka,Tunga Tourist Home,Hotel,Hotels & Stay,1900,3.8,Jog Falls
Karnataka,Sharavathi Adventure Camp,Hotel,Hotels & Stay,1500,3.7,Jog Falls
Karnataka,Local Malnad Cuisine,Activity,Food & Culinary,350,4.4,Jog Falls
Karnataka,Waterfall View Restaurant,Activity,Food & Culinary,1800,4.3,Jog Falls
Karnataka,Tiger Safari Experience,Activity,Adventure,2000,4.6,Bandipur
Karnataka,Jungle Lodges Bandipur,Hotel,Hotels & Stay,5500,4.5,Bandipur
Karnataka,The Serai Bandipur,Hotel,Hotels & Stay,8000,4.7,Bandipur
Karnataka,Country Club Wildlife Resort,Hotel,Hotels & Stay,4200,4.3,Bandipur
Karnataka,Bandipur Safari Lodge,Hotel,Hotels & Stay,2800,4.0,Bandipur
Karnataka,Forest View Homestay,Hotel,Hotels & Stay,1700,3.8,Bandipur
Karnataka,Jungle Barbecue Night,Activity,Food & Culinary,800,4.5,Bandipur
Karnataka,Bush Dinner Experience,Activity,Food & Culinary,3000,4.7,Bandipur
Karnataka,Hoysala Architecture Tour,Culture,Culture & Heritage,500,4.8,Belur
Karnataka,Hassan Ashok,Hotel,Hotels & Stay,3200,4.2,Belur
Karnataka,Hoysala Village Resort,Hotel,Hotels & Stay,4000,4.4,Belur
Karnataka,Heritage Inn,Hotel,Hotels & Stay,2800,4.1,Belur
Karnataka,Hotel Mayura Shantala,Hotel,Hotels & Stay,2000,3.9,Belur
Karnataka,Vishnu Regency,Hotel,Hotels & Stay,1600,3.7,Belur
Karnataka,Traditional Hassan Meals,Activity,Food & Culinary,250,4.4,Belur
Karnataka,Hoysala Restaurant,Activity,Food & Culinary,1900,4.3,Belur
Karnataka,Cave Temples Exploration,Culture,Culture & Heritage,400,4.7,Badami
Karnataka,Agastya Lake Boating,Activity,Nature & Relaxation,300,4.3,Badami
Karnataka,KSTDC Mayura Chalukya,Hotel,Hotels & Stay,2500,4.1,Badami
Karnataka,Badami Court Hotel,Hotel,Hotels & Stay,3000,4.2,Badami
Karnataka,Heritage Resort,Hotel,Hotels & Stay,3500,4.3,Badami
Karnataka,Hotel Rajsangam,Hotel,Hotels & Stay,2100,3.9,Badami
Karnataka,Krishna Heritage,Hotel,Hotels & Stay,1500,3.6,Badami
Karnataka,North Karnataka Thali,Activity,Food & Culinary,300,4.4,Badami
Karnataka,Cave View Restaurant,Activity,Food & Culinary,1700,4.2,Badami
Puducherry,Promenade Beach Walk,Activity,Nature & Relaxation,200,4.6,White Town
Puducherry,French War Memorial,Culture,Culture & Heritage,100,4.4,White Town
Puducherry,Café Des Arts Food Tour,Activity,Food & Culinary,800,4.5,White Town
Puducherry,The Promenade Hotel,Hotel,Hotels & Stay,7000,4.6,White Town
Puducherry,Villa Shanti,Hotel,Hotels & Stay,6000,4.5,White Town
Puducherry,Palais de Mahe,Hotel,Hotels & Stay,8000,4.7,White Town
Puducherry,Richmond Hotel,Hotel,Hotels & Stay,2500,4.0,White Town
Puducherry,Hotel Surguru,Hotel,Hotels & Stay,1700,3.8,White Town
Puducherry,French Bakery Hopping,Activity,Food & Culinary,400,4.6,White Town
Puducherry,Le Dupleix Fine Dining,Activity,Food & Culinary,2800,4.7,White Town
Puducherry,Matrimandir Visit,Culture,Culture & Heritage,300,4.8,Auroville
Puducherry,Auroville Bakery Food Tour,Activity,Food & Culinary,500,4.6,Auroville
Puducherry,Auroville Guesthouse,Hotel,Hotels & Stay,3000,4.4,Auroville
Puducherry,Quiet Healing Center,Hotel,Hotels & Stay,4000,4.5,Auroville
Puducherry,Sharanam Eco Hotel,Hotel,Hotels & Stay,3500,4.3,Auroville
Puducherry,Auroville Beach Cottages,Hotel,Hotels & Stay,2200,3.9,Auroville
Puducherry,Center Field Guest House,Hotel,Hotels & Stay,1600,3.7,Auroville
Puducherry,Solar Kitchen Community Lunch,Activity,Food & Culinary,200,4.7,Auroville
Puducherry,Farm Fresh Restaurant,Activity,Food & Culinary,2000,4.6,Auroville
Puducherry,Boat Ride to Paradise Beach,Activity,Adventure,400,4.7,Paradise Beach
Puducherry,Beach Relaxation,Activity,Nature & Relaxation,200,4.6,Paradise Beach
Puducherry,The Windflower Resort,Hotel,Hotels & Stay,6500,4.5,Paradise Beach
Puducherry,Club Mahindra Puducherry,Hotel,Hotels & Stay,7000,4.6,Paradise Beach
Puducherry,Le Pondy Resort,Hotel,Hotels & Stay,7500,4.7,Paradise Beach
Puducherry,Sea Side Guest House,Hotel,Hotels & Stay,2400,4.0,Paradise Beach
Puducherry,Beach Hut Residency,Hotel,Hotels & Stay,1800,3.8,Paradise Beach
Puducherry,Beach Shack Lunch,Activity,Food & Culinary,350,4.5,Paradise Beach
Puducherry,Seaside Grill Restaurant,Activity,Food & Culinary,2500,4.6,Paradise Beach
Puducherry,Pondicherry Museum Visit,Culture,Culture & Heritage,200,4.5,Pondicherry
Puducherry,Artisanal Handicrafts Shopping,Shopping,Shopping,1500,4.4,Pondicherry
Puducherry,Accord Puducherry,Hotel,Hotels & Stay,6000,4.5,Pondicherry
Puducherry,Anandha Inn,Hotel,Hotels & Stay,4500,4.2,Pondicherry
Puducherry,Hotel Atithi,Hotel,Hotels & Stay,4000,4.1,Pondicherry
Puducherry,Shenbaga Hotel,Hotel,Hotels & Stay,2300,3.9,Pondicherry
Puducherry,Hotel Mass,Hotel,Hotels & Stay,1600,3.7,Pondicherry
Puducherry,Tamil Food at Ananda Bhavan,Activity,Food & Culinary,250,4.5,Pondicherry
Puducherry,Villa Shanti Restaurant,Activity,Food & Culinary,2200,4.7,Pondicherry
Puducherry,Surfing Experience,Activity,Adventure,1200,4.6,Serenity Beach
Puducherry,Serenity Beach Walk,Activity,Nature & Relaxation,100,4.5,Serenity Beach
Puducherry,Ocean Spray Resort,Hotel,Hotels & Stay,8000,4.7,Serenity Beach
Puducherry,Hotel Le Royal Park,Hotel,Hotels & Stay,5000,4.4,Serenity Beach
Puducherry,Hotel Bon Sejour,Hotel,Hotels & Stay,3800,4.2,Serenity Beach
Puducherry,Serenity Beach Cottages,Hotel,Hotels & Stay,2600,4.0,Serenity Beach
Puducherry,Blue Lotus Resort,Hotel,Hotels & Stay,1900,3.8,Serenity Beach
Puducherry,Beach Cafe Breakfast,Activity,Food & Culinary,300,4.4,Serenity Beach
Puducherry,Surf Club Restaurant,Activity,Food & Culinary,2400,4.6,Serenity Beach
Telangana,Charminar Visit,Culture,Culture & Heritage,200,4.7,Hyderabad
Telangana,Laad Bazaar Shopping,Shopping,Shopping,2500,4.5,Hyderabad
Telangana,Hyderabadi Biryani Food Tour,Activity,Food & Culinary,1000,4.9,Hyderabad
Telangana,Taj Falaknuma Palace,Hotel,Hotels & Stay,25000,4.9,Hyderabad
Telangana,ITC Kohenur,Hotel,Hotels & Stay,15000,4.8,Hyderabad
Telangana,Novotel Hyderabad,Hotel,Hotels & Stay,8000,4.6,Hyderabad
Telangana,Hotel Minerva Grand,Hotel,Hotels & Stay,2800,4.1,Hyderabad
Telangana,Hotel Sai Prakash,Hotel,Hotels & Stay,1700,3.8,Hyderabad
Telangana,Old City Food Walk,Activity,Food & Culinary,400,4.8,Hyderabad
Telangana,Jewel of Nizam Restaurant,Activity,Food & Culinary,3500,4.9,Hyderabad
Telangana,Warangal Fort,Culture,Culture & Heritage,300,4.5,Warangal
Telangana,Thousand Pillar Temple,Culture,Culture & Heritage,200,4.6,Warangal
Telangana,Haritha Kakatiya Hotel,Hotel,Hotels & Stay,4000,4.2,Warangal
Telangana,Landmark Hotel Warangal,Hotel,Hotels & Stay,3500,4.1,Warangal
Telangana,Hotel Suprabha,Hotel,Hotels & Stay,3200,4.0,Warangal
Telangana,Hotel Ashoka,Hotel,Hotels & Stay,2200,3.9,Warangal
Telangana,Ratna Hotel,Hotel,Hotels & Stay,1600,3.7,Warangal
Telangana,Telangana Thali Experience,Activity,Food & Culinary,300,4.4,Warangal
Telangana,Kakatiya Restaurant,Activity,Food & Culinary,1800,4.3,Warangal
Telangana,Nizamabad Fort,Culture,Culture & Heritage,250,4.4,Nizamabad
Telangana,Alisagar Reservoir Picnic,Activity,Nature & Relaxation,300,4.3,Nizamabad
Telangana,Haritha Indur Inn,Hotel,Hotels & Stay,3000,4.1,Nizamabad
Telangana,Hotel Nikhil Sai International,Hotel,Hotels & Stay,3500,4.2,Nizamabad
Telangana,Hotel Vamshi International,Hotel,Hotels & Stay,2800,4.0,Nizamabad
Telangana,Hotel Sapthagiri,Hotel,Hotels & Stay,2000,3.8,Nizamabad
Telangana,Sri Balaji Residency,Hotel,Hotels & Stay,1500,3.6,Nizamabad
Telangana,Local Biryani House,Activity,Food & Culinary,350,4.3,Nizamabad
Telangana,Paradise Restaurant,Activity,Food & Culinary,1900,4.4,Nizamabad
Telangana,Khammam Fort,Culture,Culture & Heritage,200,4.3,Khammam
Telangana,Lakaram Lake Boating,Activity,Adventure,400,4.2,Khammam
Telangana,Hotel Haritha Khammam,Hotel,Hotels & Stay,2800,4.0,Khammam
Telangana,Hotel Krishna Deluxe,Hotel,Hotels & Stay,2500,3.9,Khammam
Telangana,Hotel Surabhi Pride,Hotel,Hotels & Stay,3000,4.1,Khammam
Telangana,Hotel Amrutha,Hotel,Hotels & Stay,1900,3.7,Khammam
Telangana,Vijaya Lodge,Hotel,Hotels & Stay,1500,3.5,Khammam
Telangana,Andhra Meals,Activity,Food & Culinary,250,4.2,Khammam
Telangana,Surabhi Restaurant,Activity,Food & Culinary,1600,4.1,Khammam
Telangana,Elgandal Fort,Culture,Culture & Heritage,250,4.2,Karimnagar
Telangana,Lower Manair Dam,Activity,Nature & Relaxation,300,4.3,Karimnagar
Telangana,Hotel Swetha,Hotel,Hotels & Stay,3200,4.1,Karimnagar
Telangana,Hotel Venkateshwara,Hotel,Hotels & Stay,2800,4.0,Karimnagar
Telangana,Haritha Hotel Karimnagar,Hotel,Hotels & Stay,3000,4.0,Karimnagar
Telangana,Hotel Mythri Pride,Hotel,Hotels & Stay,2100,3.8,Karimnagar
Telangana,Rajeswari Lodge,Hotel,Hotels & Stay,1500,3.6,Karimnagar
Telangana,Telangana Cuisine Tasting,Activity,Food & Culinary,300,4.3,Karimnagar
Telangana,Swetha Multi-Cuisine,Activity,Food & Culinary,1700,4.2,Karimnagar
Arunachal Pradesh,Tawang Monastery Visit,Culture,Culture & Heritage,500,4.8,Tawang
Arunachal Pradesh,Tawang War Memorial,Culture,Culture & Heritage,200,4.6,Tawang
Arunachal Pradesh,Hotel Tawang Heights,Hotel,Hotels & Stay,3500,4.4,Tawang
Arunachal Pradesh,Dragon Resort Tawang,Hotel,Hotels & Stay,4000,4.5,Tawang
Arunachal Pradesh,Zax Star Hotel,Hotel,Hotels & Stay,2800,4.2,Tawang
Arunachal Pradesh,Monk View Lodge,Hotel,Hotels & Stay,2200,4.1,Tawang
Arunachal Pradesh,Taste of Tibet Restaurant,Food,Food & Culinary,400,4.5,Tawang
Arunachal Pradesh,Tawang Heritage Dine,Food,Food & Culinary,1200,4.7,Tawang
Arunachal Pradesh,Apatani Cultural Tour,Culture,Culture & Heritage,800,4.7,Ziro Valley
Arunachal Pradesh,Rice Field Trekking,Activity,Adventure,1200,4.6,Ziro Valley
Arunachal Pradesh,Ziro Valley Resort,Hotel,Hotels & Stay,3200,4.3,Ziro Valley
Arunachal Pradesh,Blue Pine Resort,Hotel,Hotels & Stay,2900,4.1,Ziro Valley
Arunachal Pradesh,Circuit House Ziro,Hotel,Hotels & Stay,2000,4.0,Ziro Valley
Arunachal Pradesh,Pine Grove Lodge,Hotel,Hotels & Stay,1800,4.0,Ziro Valley
Arunachal Pradesh,Apatani Flavors Cafe,Food,Food & Culinary,300,4.3,Ziro Valley
Arunachal Pradesh,Ziro Heritage Dine,Food,Food & Culinary,1000,4.5,Ziro Valley
Arunachal Pradesh,Namdapha Wildlife Safari,Activity,Adventure,2500,4.8,Namdapha
Arunachal Pradesh,Forest Rest House,Hotel,Hotels & Stay,1800,4.2,Namdapha
Arunachal Pradesh,Eco Jungle Lodge,Hotel,Hotels & Stay,2000,4.1,Namdapha
Arunachal Pradesh,Wild Trail Kitchen,Food,Food & Culinary,350,4.4,Namdapha
Arunachal Pradesh,Namdapha Heritage Dining,Food,Food & Culinary,1100,4.6,Namdapha
Arunachal Pradesh,Sela Pass Photography,Activity,Adventure,600,4.5,Sela Pass
Arunachal Pradesh,Mountain View Lodge,Hotel,Hotels & Stay,2500,4.0,Sela Pass
Arunachal Pradesh,Snow Peak Inn,Hotel,Hotels & Stay,1900,4.1,Sela Pass
Arunachal Pradesh,Frozen Lake Café,Food,Food & Culinary,300,4.2,Sela Pass
Arunachal Pradesh,Sela Hillside Diner,Food,Food & Culinary,950,4.5,Sela Pass
Arunachal Pradesh,Bomdila Viewpoint Visit,Activity,Nature & Relaxation,300,4.3,Bomdila
Arunachal Pradesh,Bomdila Tourist Lodge,Hotel,Hotels & Stay,2200,4.1,Bomdila
Arunachal Pradesh,Himalaya Nest Inn,Hotel,Hotels & Stay,1800,4.0,Bomdila
Arunachal Pradesh,Bomdila Kitchen,Food,Food & Culinary,250,4.3,Bomdila
Arunachal Pradesh,Taste of Arunachal Restaurant,Food,Food & Culinary,900,4.6,Bomdila
Arunachal Pradesh,Itanagar State Museum,Culture,Culture & Heritage,150,4.2,Itanagar
Arunachal Pradesh,Hotel Arunachal,Hotel,Hotels & Stay,2800,4.3,Itanagar
Arunachal Pradesh,Capital City Inn,Hotel,Hotels & Stay,2300,4.2,Itanagar
Arunachal Pradesh,Nefa Dhaba,Food,Food & Culinary,300,4.2,Itanagar
Arunachal Pradesh,Arunachal Spice Restaurant,Food,Food & Culinary,1200,4.5,Itanagar
Arunachal Pradesh,Dirang Hot Springs,Activity,Nature & Relaxation,400,4.4,Dirang
Arunachal Pradesh,Hot Spring Resort,Hotel,Hotels & Stay,2600,4.2,Dirang
Arunachal Pradesh,Riverbend Lodge,Hotel,Hotels & Stay,2000,4.1,Dirang
Arunachal Pradesh,Dirang Café,Food,Food & Culinary,350,4.3,Dirang
Arunachal Pradesh,Valley View Diner,Food,Food & Culinary,1100,4.6,Dirang
Arunachal Pradesh,Mechuka Valley Trek,Activity,Adventure,1800,4.7,Mechuka
Arunachal Pradesh,Valley View Guest House,Hotel,Hotels & Stay,2400,4.0,Mechuka
Arunachal Pradesh,Himalayan Edge Lodge,Hotel,Hotels & Stay,1700,4.1,Mechuka
Arunachal Pradesh,Local Bite Café,Food,Food & Culinary,300,4.2,Mechuka
Arunachal Pradesh,Mechuka Aroma Restaurant,Food,Food & Culinary,1000,4.5,Mechuka
Arunachal Pradesh,Pankang Teng Tso Lake,Activity,Nature & Relaxation,500,4.5,Tawang
Arunachal Pradesh,Lake Side Resort,Hotel,Hotels & Stay,3000,4.2,Tawang
Arunachal Pradesh,Crystal Lake View Inn,Hotel,Hotels & Stay,1900,4.0,Tawang
Arunachal Pradesh,Lakefront Café,Food,Food & Culinary,400,4.4,Tawang
Arunachal Pradesh,Tawang Lake View Restaurant,Food,Food & Culinary,1300,4.7,Tawang
Arunachal Pradesh,Ooty Botanical Gardens,Activity,Nature & Relaxation,300,4.6,Ooty
Arunachal Pradesh,Ooty Lake Boating,Activity,Adventure,500,4.5,Ooty
Arunachal Pradesh,Hotel Blue Hills,Hotel,Hotels & Stay,2500,4.2,Ooty
Arunachal Pradesh,Green Valley Inn,Hotel,Hotels & Stay,1800,4.0,Ooty
Arunachal Pradesh,Hilltop Café,Food,Food & Culinary,300,4.3,Ooty
Arunachal Pradesh,Nilgiri Spice Restaurant,Food,Food & Culinary,1100,4.6,Ooty
Arunachal Pradesh,Coaker’s Walk,Activity,Nature & Relaxation,200,4.5,Kodaikanal
Arunachal Pradesh,Bryant Park Visit,Activity,Nature & Relaxation,250,4.4,Kodaikanal
Arunachal Pradesh,Hill Breeze Hotel,Hotel,Hotels & Stay,2400,4.1,Kodaikanal
Arunachal Pradesh,Cloud 9 Residency,Hotel,Hotels & Stay,1900,4.0,Kodaikanal
Arunachal Pradesh,Kodai Café,Food,Food & Culinary,350,4.3,Kodaikanal
Arunachal Pradesh,Hill View Restaurant,Food,Food & Culinary,1000,4.5,Kodaikanal
Arunachal Pradesh,Marina Beach,Activity,Nature & Relaxation,0,4.6,Chennai
Arunachal Pradesh,Fort St. George Museum,Culture,Culture & Heritage,300,4.4,Chennai
Arunachal Pradesh,Sea Breeze Residency,Hotel,Hotels & Stay,2700,4.1,Chennai
Arunachal Pradesh,Urban Stay Inn,Hotel,Hotels & Stay,2100,4.0,Chennai
Arunachal Pradesh,Marina Food Court,Food,Food & Culinary,400,4.2,Chennai
Arunachal Pradesh,Spice Route Chennai,Food,Food & Culinary,1300,4.6,Chennai
Assam,Rhino Safari,Activity,Adventure,2000,4.8,Kaziranga
Assam,Elephant Safari,Activity,Adventure,1500,4.6,Kaziranga
Assam,Wild Grass Resort,Hotel,Hotels & Stay,8000,4.7,Kaziranga
Assam,Infinity Resorts Kaziranga,Hotel,Hotels & Stay,6500,4.5,Kaziranga
Assam,Kaziranga Golf Resort,Hotel,Hotels & Stay,7000,4.6,Kaziranga
Assam,Bon Habi Resort,Hotel,Hotels & Stay,4500,4.3,Kaziranga
Assam,Jungle Trail Lodge,Hotel,Hotels & Stay,2300,4.1,Kaziranga
Assam,Kaziranga Dhaba,Food,Food & Culinary,350,4.3,Kaziranga
Assam,Wild Feast Restaurant,Food,Food & Culinary,1200,4.6,Kaziranga
Assam,Kamakhya Temple Visit,Culture,Culture & Heritage,200,4.7,Guwahati
Assam,Brahmaputra River Cruise,Activity,Nature & Relaxation,800,4.4,Guwahati
Assam,Fancy Bazaar Shopping,Shopping,Shopping,1200,4.1,Guwahati
Assam,Radisson Blu Guwahati,Hotel,Hotels & Stay,7500,4.6,Guwahati
Assam,Hotel Dynasty,Hotel,Hotels & Stay,4000,4.3,Guwahati
Assam,Vivanta Guwahati,Hotel,Hotels & Stay,8000,4.7,Guwahati
Assam,Brahmaputra Lodge,Hotel,Hotels & Stay,2500,4.0,Guwahati
Assam,Assam Kitchen,Food,Food & Culinary,300,4.3,Guwahati
Assam,Spice Trail Guwahati,Food,Food & Culinary,1300,4.6,Guwahati
Assam,Sattra Cultural Tour,Culture,Culture & Heritage,600,4.6,Majuli
Assam,Handloom Weaving Demo,Activity,Culture & Heritage,400,4.4,Majuli
Assam,La Maison de Ananda,Hotel,Hotels & Stay,3500,4.4,Majuli
Assam,Majuli Island Resort,Hotel,Hotels & Stay,2800,4.2,Majuli
Assam,River View Lodge,Hotel,Hotels & Stay,2200,4.0,Majuli
Assam,Bamboo Stay Inn,Hotel,Hotels & Stay,1800,4.0,Majuli
Assam,Majuli Thali House,Food,Food & Culinary,250,4.4,Majuli
Assam,Riverbank Heritage Dine,Food,Food & Culinary,1000,4.5,Majuli
Assam,Manas Tiger Safari,Activity,Adventure,2200,4.7,Manas
Assam,Manas Jungle Lodge,Hotel,Hotels & Stay,3800,4.4,Manas
Assam,Eco Camp Stay,Hotel,Hotels & Stay,2000,4.1,Manas
Assam,Jungle Bite Café,Food,Food & Culinary,300,4.2,Manas
Assam,Tiger Trail Restaurant,Food,Food & Culinary,1100,4.5,Manas
Assam,Sivasagar Historical Tour,Culture,Culture & Heritage,500,4.5,Sivasagar
Assam,Hotel Brahmaputra,Hotel,Hotels & Stay,2500,4.2,Sivasagar
Assam,Sivasagar Comfort Inn,Hotel,Hotels & Stay,1800,4.0,Sivasagar
Assam,Ahom Kitchen,Food,Food & Culinary,300,4.3,Sivasagar
Assam,Royal Heritage Restaurant,Food,Food & Culinary,900,4.5,Sivasagar
Assam,Tea Garden Tour,Activity,Nature & Relaxation,700,4.6,Dibrugarh
Assam,Tea Resort & Spa,Hotel,Hotels & Stay,4200,4.5,Dibrugarh
Assam,Green Leaf Lodge,Hotel,Hotels & Stay,2300,4.1,Dibrugarh
Assam,Tea Town Café,Food,Food & Culinary,250,4.2,Dibrugarh
Assam,The Plantation Diner,Food,Food & Culinary,950,4.6,Dibrugarh
Assam,Haflong Hill Station,Activity,Nature & Relaxation,800,4.3,Haflong
Assam,Hill Top Resort,Hotel,Hotels & Stay,3000,4.1,Haflong
Assam,Valley View Homestay,Hotel,Hotels & Stay,1700,4.0,Haflong
Assam,Haflong Dhaba,Food,Food & Culinary,280,4.3,Haflong
Assam,Blue Hills Restaurant,Food,Food & Culinary,1000,4.5,Haflong
Assam,Umananda Temple Visit,Culture,Culture & Heritage,150,4.4,Guwahati
Assam,Peacock Island Resort,Hotel,Hotels & Stay,3500,4.3,Guwahati
Assam,River Breeze Lodge,Hotel,Hotels & Stay,2000,4.1,Guwahati
Assam,Island Café,Food,Food & Culinary,400,4.2,Guwahati
Assam,Brahmaputra View Dine,Food,Food & Culinary,1300,4.7,Guwahati
Bihar,Mahabodhi Temple Visit,Culture,Culture & Heritage,300,4.9,Bodh Gaya
Bihar,Buddhist Meditation Session,Activity,Nature & Relaxation,500,4.7,Bodh Gaya
Bihar,Great Buddha Statue Tour,Culture,Culture & Heritage,200,4.8,Bodh Gaya
Bihar,Royal Residency,Hotel,Hotels & Stay,4500,4.5,Bodh Gaya
Bihar,Hotel Bodhgaya Regency,Hotel,Hotels & Stay,3200,4.3,Bodh Gaya
Bihar,Lotus Nikko Hotel,Hotel,Hotels & Stay,5000,4.6,Bodh Gaya
Bihar,Nalanda University Ruins,Culture,Culture & Heritage,250,4.6,Nalanda
Bihar,Archaeological Museum Tour,Culture,Culture & Heritage,150,4.4,Nalanda
Bihar,Hieun Tsang Memorial Hall Visit,Culture,Culture & Heritage,100,4.3,Nalanda
Bihar,Nalanda Regency,Hotel,Hotels & Stay,2500,4.1,Nalanda
Bihar,Heritage Inn Nalanda,Hotel,Hotels & Stay,2200,4.0,Nalanda
Bihar,Patna Sahib Gurudwara Visit,Culture,Culture & Heritage,100,4.5,Patna
Bihar,Gandhi Ghat Evening Aarti,Activity,Nature & Relaxation,200,4.3,Patna
Bihar,Golghar Viewpoint,Activity,Nature & Relaxation,100,4.1,Patna
Bihar,Patna Market Shopping,Shopping,Shopping,1000,4.0,Patna
Bihar,Lemon Tree Premier,Hotel,Hotels & Stay,5500,4.6,Patna
Bihar,Hotel Maurya Patna,Hotel,Hotels & Stay,3500,4.2,Patna
Bihar,Vishwa Shanti Stupa Cable Car Ride,Activity,Adventure,400,4.5,Rajgir
Bihar,Rajgir Hot Springs Bath,Activity,Nature & Relaxation,300,4.4,Rajgir
Bihar,Hotel Indo Hokke,Hotel,Hotels & Stay,3800,4.3,Rajgir
Bihar,Hotel Centaur Rajgir,Hotel,Hotels & Stay,4200,4.2,Rajgir
Bihar,Vishnupad Temple Visit,Culture,Culture & Heritage,200,4.6,Gaya
Bihar,Falgu River Ritual Experience,Activity,Culture & Heritage,150,4.3,Gaya
Bihar,Hotel Siddhartha International,Hotel,Hotels & Stay,2800,4.1,Gaya
Bihar,Ashokan Pillar Visit,Culture,Culture & Heritage,100,4.5,Vaishali
Bihar,Buddha Stupa Tour,Culture,Culture & Heritage,150,4.4,Vaishali
Bihar,Hotel Buddha Heritage,Hotel,Hotels & Stay,2600,4.1,Vaishali
Bihar,Valmiki Tiger Reserve Safari,Activity,Adventure,1800,4.5,Valmiki Nagar
Bihar,Forest Guest House,Hotel,Hotels & Stay,2000,4.0,Valmiki Nagar
Bihar,Kakolat Falls Trek,Activity,Adventure,400,4.3,Kakolat
Bihar,Waterfall Resort,Hotel,Hotels & Stay,2400,4.1,Kakolat
Bihar,Buxar Fort Visit,Culture,Culture & Heritage,150,4.2,Buxar
Bihar,Katkauli Temple Visit,Culture,Culture & Heritage,100,4.0,Buxar
Bihar,Fort View Hotel,Hotel,Hotels & Stay,1800,3.9,Buxar
Bihar,Kesaria Stupa Exploration,Culture,Culture & Heritage,200,4.4,Kesaria
Bihar,Buddhist Lodge,Hotel,Hotels & Stay,1600,4.0,Kesaria
Bihar,Barabar Caves Exploration,Activity,Adventure,350,4.5,Barabar
Bihar,Cave View Resort,Hotel,Hotels & Stay,2200,4.1,Barabar
Goa,Water Sports Package,Activity,Adventure,2500,4.6,Baga Beach
Goa,Beach Shack Hopping,Activity,Food & Culinary,1200,4.4,Baga Beach
Goa,Resort Rio,Hotel,Hotels & Stay,6000,4.5,Baga Beach
Goa,Cavala Seaside Resort,Hotel,Hotels & Stay,5500,4.4,Baga Beach
Goa,Melissa Beach Resort,Hotel,Hotels & Stay,4800,4.3,Baga Beach
Goa,Parasailing Adventure,Activity,Adventure,2200,4.6,Calangute
Goa,Souvenir Shopping Street,Shopping,Shopping,1500,4.2,Calangute
Goa,Hard Rock Hotel Goa,Hotel,Hotels & Stay,8500,4.7,Calangute
Goa,Calangute Residency,Hotel,Hotels & Stay,4200,4.3,Calangute
Goa,Fort Aguada Sunset Visit,Culture,Culture & Heritage,300,4.5,Candolim
Goa,Dolphin Cruise Ride,Activity,Nature & Relaxation,1000,4.4,Candolim
Goa,Fort Aguada Beach Resort,Hotel,Hotels & Stay,12000,4.8,Candolim
Goa,Marquis Beach Resort,Hotel,Hotels & Stay,6800,4.5,Candolim
Goa,Mandovi River Cruise,Activity,Nature & Relaxation,900,4.5,Panjim
Goa,Church of Our Lady of the Immaculate Conception,Culture,Culture & Heritage,200,4.7,Panjim
Goa,Fontainhas Heritage Walk,Culture,Culture & Heritage,600,4.6,Panjim
Goa,"Vivanta Goa, Panjim",Hotel,Hotels & Stay,9500,4.7,Panjim
Goa,Ginger Goa,Hotel,Hotels & Stay,4800,4.3,Panjim
Goa,Kayaking at Palolem,Activity,Adventure,1800,4.6,Palolem
Goa,Palolem Beach Yoga Session,Activity,Nature & Relaxation,800,4.5,Palolem
Goa,Art Resort Goa,Hotel,Hotels & Stay,6000,4.6,Palolem
Goa,Ciarans Beach Huts,Hotel,Hotels & Stay,4500,4.4,Palolem
Goa,Anjuna Flea Market,Shopping,Shopping,1500,4.3,Anjuna
Goa,Anjuna Beach Party Night,Activity,Food & Culinary,2000,4.5,Anjuna
Goa,Fairfield by Marriott Goa Anjuna,Hotel,Hotels & Stay,7000,4.6,Anjuna
Goa,Laguna Anjuna Resort,Hotel,Hotels & Stay,5200,4.3,Anjuna
Goa,Banana Boat Ride,Activity,Adventure,1000,4.4,Colva
Goa,Colva Beach Walk,Activity,Nature & Relaxation,0,4.3,Colva
Goa,Beleza by the Beach,Hotel,Hotels & Stay,8500,4.7,Colva
